Mycobacterium_tuberculosis_H37Rv	3	0.987	0.356	1.0	0.987	0.525
Bacillus_subtilis_subsp._subtilis_str._168	3	0.986	0.83	0.986	0.986	0.901
Mycobacterium_tuberculosis_CDC1551	3	0.991	0.422	0.964	0.991	0.587
Paracoccus_sanguinis_5503	3	0.964	1.0	0.556	1.0	0.714
Caulobacter_crescentus_CB15	3	0.998	1.0	0.579	1.0	0.733
Vibrio_cholerae_O1_biovar_eltor_str._N16961	3	0.98	0.295	0.939	0.98	0.449
Paracoccus_aminophilus_JCM_7686	3	0.961	0.911	0.652	0.993	0.76
Paracoccus_sp._SCN_68-21	3	0.987	1.0	0.481	1.0	0.65
Listeria_innocua_Clip11262	3	0.983	0.944	0.882	0.994	0.912
Deinococcus_radiodurans_R1	3	0.981	0.0	0.0	0.99	
Brucella_melitensis_16M	3	0.978	0.524	0.423	0.991	0.468
Paracoccus_yeei_TT13	3	0.97	0.865	0.726	0.99	0.79
Clostridium_perfringens_str._13	3	0.996	1.0	0.721	1.0	0.838
Listeria_monocytogenes_EGD-e	3	0.997	0.907	0.975	0.997	0.94
Staphylococcus_aureus_strain_Sa_Newman_UoM	3	0.995	0.952	0.985	0.996	0.969
Staphylococcus_aureus_subsp._aureus_Mu50	3	0.992	0.885	0.956	0.993	0.919
Clostridium_tetani_E88	3	0.989	1.0	0.819	1.0	0.901
Staphylococcus_aureus_subsp._aureus_MW2	3	0.982	0.731	0.992	0.982	0.841
Xylella_fastidiosa_9a5c	3	0.931	0.615	0.64	0.96	0.627
Lactococcus_lactis_subsp._lactis_Il1403	3	0.987	0.917	0.946	0.991	0.931
Xylella_fastidiosa_Temecula1	3	0.959	0.719	0.737	0.977	0.728
Neisseria_meningitidis_MC58	3	0.961	0.282	0.62	0.968	0.387
Pasteurella_multocida_subsp._multocida_str._Pm70	3	0.992		0.0	1.0	
Bifidobacterium_longum_NCC2705	3	0.971	1.0	0.282	1.0	0.44
Streptococcus_pyogenes_MGAS315	3	0.992	0.997	0.957	0.999	0.977
Streptococcus_pyogenes_M1_GAS	3	0.995	1.0	0.944	1.0	0.971
Streptococcus_pyogenes_MGAS8232	3	0.991	1.0	0.943	1.0	0.971
Neisseria_meningitidis_Z2491	3	0.968	0.626	0.706	0.98	0.664
Haemophilus_influenzae_Rd_KW20	3	0.994	0.933	0.921	0.997	0.927
Achromobacter_denitrificans_strain_PR1	3	0.983	0.552	0.829	0.986	0.663
Mesorhizobium_loti_MAFF303099	4	0.994	0.805	0.972	0.995	0.88
Escherichia_coli_O157-H7_EDL933	4	0.974	0.843	0.97	0.975	0.902
Escherichia_coli_CFT073	4	0.993	0.891	0.981	0.993	0.934
Escherichia_coli_O157-H7	4	0.978	0.87	0.974	0.978	0.919
Ralstonia_solanacearum_GMI1000	4	0.977	0.239	1.0	0.976	0.386
Pseudomonas_putida_KT2440	4	0.996	0.952	0.952	0.998	0.952
Pseudomonas_aeruginosa_PAO1	4	0.997	0.73	1.0	0.997	0.844
Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18	4	0.991	0.874	0.98	0.992	0.924
Xanthomonas_axonopodis_pv._citri_str._306	4	0.995	0.727	1.0	0.995	0.842
Yersinia_pestis_KIM	4	0.981	0.64	0.842	0.985	0.727
Shigella_flexneri_2a_str._301	4	0.961	0.245	1.0	0.96	0.393
Bacteroides_uniformis_ATCC_8492_strain_81A2	4	0.965	0.826	0.689	0.988	0.751
Yersinia_pestis_CO92	4	0.984	0.718	0.853	0.989	0.78
Paracoccus_denitrificans_PD1222	4	0.993	0.859	0.981	0.994	0.916
Shewanella_oneidensis_MR-1	4	0.996	0.955	0.933	0.998	0.944
Escherichia_coli_K12	4	0.984	0.56	1.0	0.984	0.718
Enterococcus_faecalis_strain_V583	4	1.0	0.973	1.0	1.0	0.986
Bacillus_halodurans_C-125	4	0.996	0.754	1.0	0.996	0.86
Mycobacterium_tuberculosis_H37Rv	4	0.996	0.62	1.0	0.996	0.765
Bacillus_subtilis_subsp._subtilis_str._168	4	0.998	0.966	0.996	0.998	0.981
Mycobacterium_tuberculosis_CDC1551	4	0.995	0.583	1.0	0.995	0.737
Paracoccus_sanguinis_5503	4	0.99	0.973	0.903	0.998	0.937
Caulobacter_crescentus_CB15	4	0.998	0.76	1.0	0.998	0.864
Vibrio_cholerae_O1_biovar_eltor_str._N16961	4	0.996	0.711	0.97	0.996	0.821
Paracoccus_aminophilus_JCM_7686	4	0.974	0.853	0.876	0.984	0.864
Paracoccus_sp._SCN_68-21	4	0.996	0.973	0.877	0.999	0.922
Listeria_innocua_Clip11262	4	0.989	0.928	0.967	0.992	0.947
Deinococcus_radiodurans_R1	4	0.998	0.861	1.0	0.998	0.925
Brucella_melitensis_16M	4	0.982	0.688	0.423	0.995	0.524
Paracoccus_yeei_TT13	4	0.978	0.861	0.861	0.988	0.861
Clostridium_perfringens_str._13	4	0.998	0.913	0.977	0.999	0.944
Listeria_monocytogenes_EGD-e	4	0.997	0.907	0.975	0.997	0.94
Staphylococcus_aureus_strain_Sa_Newman_UoM	4	0.994	0.927	0.995	0.994	0.96
Staphylococcus_aureus_subsp._aureus_Mu50	4	0.991	0.874	0.964	0.993	0.917
Clostridium_tetani_E88	4	0.991	0.944	0.91	0.996	0.926
Staphylococcus_aureus_subsp._aureus_MW2	4	0.982	0.729	0.984	0.982	0.837
Xylella_fastidiosa_9a5c	4	0.982	0.836	1.0	0.98	0.911
Lactococcus_lactis_subsp._lactis_Il1403	4	0.978	0.815	0.977	0.978	0.889
Xylella_fastidiosa_Temecula1	4	0.976	0.765	0.985	0.976	0.861
Neisseria_meningitidis_MC58	4	0.997	0.877	1.0	0.997	0.935
Pasteurella_multocida_subsp._multocida_str._Pm70	4	0.996	0.667	1.0	0.996	0.8
Bifidobacterium_longum_NCC2705	4	0.973	0.732	0.526	0.992	0.612
Streptococcus_pyogenes_MGAS315	4	0.991	0.969	0.98	0.993	0.974
Streptococcus_pyogenes_M1_GAS	4	0.991	0.922	0.994	0.991	0.957
Streptococcus_pyogenes_MGAS8232	4	0.994	0.966	0.997	0.993	0.981
Neisseria_meningitidis_Z2491	4	0.994	0.885	0.991	0.994	0.935
Haemophilus_influenzae_Rd_KW20	4	0.992	0.835	1.0	0.991	0.91
Achromobacter_denitrificans_strain_PR1	4	0.999	0.962	0.984	0.999	0.973
Mesorhizobium_loti_MAFF303099	5	0.95	0.157	0.275	0.966	0.2
Escherichia_coli_O157-H7_EDL933	5	0.925	0.631	0.947	0.922	0.757
Escherichia_coli_CFT073	5	0.958	0.554	0.974	0.957	0.707
Escherichia_coli_O157-H7	5	0.941	0.694	0.974	0.936	0.811
Ralstonia_solanacearum_GMI1000	5	0.907	0.07	0.949	0.907	0.131
Pseudomonas_putida_KT2440	5	0.974	0.631	0.83	0.98	0.717
Pseudomonas_aeruginosa_PAO1	5	0.964	0.164	0.87	0.965	0.276
Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18	5	0.944	0.501	0.908	0.946	0.646
Xanthomonas_axonopodis_pv._citri_str._306	5	0.946	0.155	0.688	0.95	0.254
Yersinia_pestis_KIM	5	0.925	0.252	0.774	0.929	0.381
Shigella_flexneri_2a_str._301	5	0.918	0.134	1.0	0.917	0.237
Bacteroides_uniformis_ATCC_8492_strain_81A2	5	0.93	1.0	0.098	1.0	0.179
Yersinia_pestis_CO92	5	0.943	0.322	0.692	0.951	0.44
Paracoccus_denitrificans_PD1222	5	0.938	0.359	0.863	0.941	0.507
Shewanella_oneidensis_MR-1	5	0.969	0.559	0.928	0.971	0.697
Escherichia_coli_K12	5	0.858	0.121	0.989	0.855	0.215
Enterococcus_faecalis_strain_V583	5	0.958	0.213	0.542	0.965	0.306
Bacillus_halodurans_C-125	5	0.945	0.143	0.804	0.947	0.243
Mycobacterium_tuberculosis_H37Rv	5	0.969	0.162	0.774	0.971	0.268
Bacillus_subtilis_subsp._subtilis_str._168	5	0.964	0.641	0.982	0.963	0.775
Mycobacterium_tuberculosis_CDC1551	5	0.98	0.239	0.929	0.981	0.38
Paracoccus_sanguinis_5503	5	0.975	1.0	0.695	1.0	0.82
Caulobacter_crescentus_CB15	5	0.991	0.314	0.579	0.994	0.407
Vibrio_cholerae_O1_biovar_eltor_str._N16961	5	0.939	0.12	0.939	0.939	0.213
Paracoccus_aminophilus_JCM_7686	5	0.907	0.522	0.294	0.972	0.376
Paracoccus_sp._SCN_68-21	5	0.986	1.0	0.457	1.0	0.627
Listeria_innocua_Clip11262	5	0.965	0.818	0.837	0.979	0.827
Deinococcus_radiodurans_R1	5	0.959	0.0	0.0	0.968	
Brucella_melitensis_16M	5	0.942	0.112	0.218	0.959	0.148
Paracoccus_yeei_TT13	5	0.894	0.387	0.584	0.921	0.466
Clostridium_perfringens_str._13	5	0.997	1.0	0.791	1.0	0.883
Listeria_monocytogenes_EGD-e	5	0.972	0.491	0.975	0.971	0.653
Staphylococcus_aureus_strain_Sa_Newman_UoM	5	0.981	0.801	0.99	0.98	0.885
Staphylococcus_aureus_subsp._aureus_Mu50	5	0.961	0.562	0.956	0.961	0.708
Clostridium_tetani_E88	5	0.963	0.69	0.723	0.979	0.706
Staphylococcus_aureus_subsp._aureus_MW2	5	0.971	0.622	0.992	0.97	0.765
Xylella_fastidiosa_9a5c	5	0.903	0.48	0.738	0.92	0.582
Lactococcus_lactis_subsp._lactis_Il1403	5	0.977	0.821	0.955	0.979	0.883
Xylella_fastidiosa_Temecula1	5	0.967	0.825	0.712	0.988	0.764
Neisseria_meningitidis_MC58	5	0.97	0.357	0.6	0.978	0.448
Pasteurella_multocida_subsp._multocida_str._Pm70	5	0.954	0.136	0.938	0.954	0.238
Bifidobacterium_longum_NCC2705	5	0.954	0.447	0.487	0.974	0.466
Streptococcus_pyogenes_MGAS315	5	0.978	0.928	0.954	0.984	0.941
Streptococcus_pyogenes_M1_GAS	5	0.991	0.95	0.955	0.995	0.953
Streptococcus_pyogenes_MGAS8232	5	0.991	1.0	0.943	1.0	0.971
Neisseria_meningitidis_Z2491	5	0.947	0.445	0.743	0.957	0.557
Haemophilus_influenzae_Rd_KW20	5	0.951	0.463	1.0	0.949	0.633
Achromobacter_denitrificans_strain_PR1	5	0.981	0.505	0.868	0.983	0.638
Mesorhizobium_loti_MAFF303099	6	0.95	0.139	0.23	0.967	0.173
Escherichia_coli_O157-H7_EDL933	6	0.965	0.813	0.932	0.97	0.868
Escherichia_coli_CFT073	6	0.968	0.624	0.951	0.969	0.754
Escherichia_coli_O157-H7	6	0.967	0.826	0.945	0.97	0.881
Ralstonia_solanacearum_GMI1000	6	0.93	0.036	0.333	0.934	0.065
Pseudomonas_putida_KT2440	6	0.953	0.451	0.76	0.961	0.566
Pseudomonas_aeruginosa_PAO1	6	0.989	0.4	0.87	0.99	0.548
Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18	6	0.969	0.668	0.901	0.973	0.768
Xanthomonas_axonopodis_pv._citri_str._306	6	0.933	0.131	0.719	0.936	0.222
Yersinia_pestis_KIM	6	0.967	0.471	0.782	0.973	0.588
Shigella_flexneri_2a_str._301	6	0.943	0.178	0.967	0.942	0.301
Bacteroides_uniformis_ATCC_8492_strain_81A2	6	0.927	0.576	0.224	0.986	0.323
Yersinia_pestis_CO92	6	0.953	0.381	0.713	0.961	0.496
Paracoccus_denitrificans_PD1222	6	0.903	0.226	0.677	0.912	0.339
Shewanella_oneidensis_MR-1	6	0.966	0.538	0.828	0.971	0.652
Escherichia_coli_K12	6	0.948	0.272	0.966	0.948	0.425
Enterococcus_faecalis_strain_V583	6	0.962	0.271	0.722	0.966	0.394
Bacillus_halodurans_C-125	6	0.973	0.286	1.0	0.973	0.444
Mycobacterium_tuberculosis_H37Rv	6	0.978	0.216	0.774	0.979	0.338
Bacillus_subtilis_subsp._subtilis_str._168	6	0.977	0.735	0.989	0.976	0.843
Mycobacterium_tuberculosis_CDC1551	6	0.963	0.127	0.786	0.965	0.219
Paracoccus_sanguinis_5503	6	0.972	0.984	0.663	0.999	0.792
Caulobacter_crescentus_CB15	6	0.99	0.282	0.579	0.993	0.379
Vibrio_cholerae_O1_biovar_eltor_str._N16961	6	0.97	0.167	0.606	0.973	0.261
Paracoccus_aminophilus_JCM_7686	6	0.913	0.54	0.573	0.948	0.556
Paracoccus_sp._SCN_68-21	6	0.985	1.0	0.383	1.0	0.554
Listeria_innocua_Clip11262	6	0.979	0.926	0.859	0.992	0.892
Deinococcus_radiodurans_R1	6	0.977	0.0	0.0	0.986	
Brucella_melitensis_16M	6	0.933	0.043	0.09	0.953	0.059
Paracoccus_yeei_TT13	6	0.915	0.475	0.766	0.928	0.587
Clostridium_perfringens_str._13	6	0.994	0.861	0.721	0.998	0.785
Listeria_monocytogenes_EGD-e	6	0.971	0.484	0.963	0.971	0.644
Staphylococcus_aureus_strain_Sa_Newman_UoM	6	0.979	0.788	0.99	0.978	0.878
Staphylococcus_aureus_subsp._aureus_Mu50	6	0.959	0.553	0.956	0.959	0.701
Clostridium_tetani_E88	6	0.963	0.633	0.916	0.966	0.749
Staphylococcus_aureus_subsp._aureus_MW2	6	0.956	0.515	0.992	0.954	0.678
Xylella_fastidiosa_9a5c	6	0.938	0.659	0.669	0.965	0.664
Lactococcus_lactis_subsp._lactis_Il1403	6	0.982	0.877	0.937	0.987	0.906
Xylella_fastidiosa_Temecula1	6	0.964	0.785	0.712	0.984	0.747
Neisseria_meningitidis_MC58	6	0.973	0.421	0.96	0.973	0.585
Pasteurella_multocida_subsp._multocida_str._Pm70	6	0.972	0.0	0.0	0.98	
Bifidobacterium_longum_NCC2705	6	0.927	0.0	0.0	0.967	
Streptococcus_pyogenes_MGAS315	6	0.991	0.994	0.957	0.999	0.975
Streptococcus_pyogenes_M1_GAS	6	0.955	0.697	0.95	0.956	0.804
Streptococcus_pyogenes_MGAS8232	6	0.971	0.885	0.946	0.976	0.915
Neisseria_meningitidis_Z2491	6	0.941	0.382	0.55	0.959	0.451
Haemophilus_influenzae_Rd_KW20	6	0.993	0.921	0.921	0.997	0.921
Achromobacter_denitrificans_strain_PR1	6	0.976	0.421	0.558	0.985	0.48
Mesorhizobium_loti_MAFF303099	7	0.975	0.382	0.191	0.993	0.255
Escherichia_coli_O157-H7_EDL933	7	0.973	0.868	0.92	0.98	0.893
Escherichia_coli_CFT073	7	0.993	0.92	0.951	0.995	0.936
Escherichia_coli_O157-H7	7	0.978	0.903	0.93	0.985	0.916
Ralstonia_solanacearum_GMI1000	7	0.97	0.082	0.308	0.975	0.13
Pseudomonas_putida_KT2440	7	0.991	0.994	0.777	1.0	0.873
Pseudomonas_aeruginosa_PAO1	7	0.999	0.952	0.87	1.0	0.909
Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18	7	0.978	0.736	0.938	0.98	0.825
Xanthomonas_axonopodis_pv._citri_str._306	7	0.99	0.667	0.438	0.997	0.528
Yersinia_pestis_KIM	7	0.979	0.615	0.827	0.984	0.705
Shigella_flexneri_2a_str._301	7	0.963	0.251	0.967	0.963	0.399
Bacteroides_uniformis_ATCC_8492_strain_81A2	7	0.94	0.737	0.345	0.99	0.469
Yersinia_pestis_CO92	7	0.975	0.597	0.734	0.983	0.658
Paracoccus_denitrificans_PD1222	7	0.988	0.899	0.77	0.997	0.829
Shewanella_oneidensis_MR-1	7	0.997	0.988	0.928	1.0	0.957
